Recency,Frequency,Monetary,Cluster,Customer_ID
989,2,2005,3,25718
148,4,1488,0,25719
79,6,2152,1,25720
143,4,4544,1,25721
127,6,5865,1,25722
146,3,2345,0,25723
501,2,1262,3,25724
51,3,1459,0,25725
51,6,4403,1,25726
103,4,2674,0,25727
372,9,4416,2,25728
7,5,3537,1,25729
294,10,7449,2,25730
423,4,1882,4,25731
55,5,5174,1,25732
247,5,3997,1,25733
282,6,5975,1,25734
386,9,8571,2,25735
448,1,1008,3,25736
18,5,4212,1,25737
710,4,4736,4,25738
1030,1,630,3,25739
279,8,2291,1,25740
492,2,875,3,25741
265,5,3230,4,25742
278,5,5766,1,25743
20,7,4554,1,25744
540,5,3309,4,25745
146,8,5279,2,25746
86,8,3942,1,25747
179,10,8378,2,25748
686,2,2653,3,25749
233,5,5251,1,25750
104,6,6200,1,25751
322,3,3263,0,25752
419,4,4640,4,25753
882,3,4092,3,25754
203,7,6018,2,25755
281,4,2115,0,25756
509,2,1128,3,25757
277,7,3911,1,25758
76,5,5517,1,25759
27,4,2534,0,25760
765,4,4912,4,25761
175,2,2944,0,25762
256,4,5945,1,25763
172,4,3981,1,25764
161,4,2735,0,25765
868,3,2526,3,25766
48,5,4905,1,25767
279,2,948,0,25768
21,4,3840,1,25769
596,5,2926,4,25770
279,6,3000,1,25771
220,6,5357,1,25772
141,9,6875,2,25773
224,4,1486,0,25774
198,10,7970,2,25775
164,5,4388,1,25776
78,4,2676,0,25777
123,4,3623,0,25778
24,5,5866,1,25779
199,5,4348,1,25780
196,7,4223,1,25781
272,5,3947,1,25782
123,4,4630,1,25783
34,6,3281,1,25784
118,1,818,0,25785
94,7,3583,1,25786
250,4,2636,0,25787
11,7,5495,1,25788
209,11,5243,2,25789
387,3,2598,0,25790
88,7,5444,1,25791
51,5,3774,1,25792
720,8,6133,4,25793
515,5,2008,4,25794
82,5,3337,1,25795
573,4,3505,4,25796
310,3,2061,0,25797
61,7,4778,1,25798
827,1,1660,3,25799
154,4,852,0,25800
120,6,4688,1,25801
30,5,6925,1,25802
124,3,2267,0,25803
378,5,6783,4,25804
229,6,5465,1,25805
9,9,7270,2,25806
3,6,5051,1,25807
9,4,3288,0,25808
68,6,6293,1,25809
1022,1,1335,3,25810
305,4,2506,0,25811
66,5,2634,0,25812
210,2,606,0,25813
16,7,5459,1,25814
71,4,2190,0,25815
113,3,444,0,25816
691,7,4441,4,25817
60,6,3891,1,25818
931,1,375,3,25819
180,10,9946,2,25820
70,4,4768,1,25821
611,4,3545,4,25822
179,7,4740,1,25823
81,5,3431,1,25824
191,7,5659,1,25825
458,8,3532,4,25826
174,6,6698,1,25827
799,2,986,3,25828
93,3,1977,0,25829
164,4,2965,0,25830
305,3,3900,0,25831
57,2,906,0,25832
5,8,6617,2,25833
146,6,2731,1,25834
89,4,4267,1,25835
313,6,2836,4,25836
170,5,5556,1,25837
80,2,1282,0,25838
50,7,5344,1,25839
208,5,4549,1,25840
11,8,6447,2,25841
674,4,2055,3,25842
241,7,4564,1,25843
61,5,4403,1,25844
215,7,4751,1,25845
576,6,5581,4,25846
168,4,4384,1,25847
12,7,6731,2,25848
145,3,1484,0,25849
381,5,2581,4,25850
298,2,2520,0,25851
133,5,1371,0,25852
331,9,7704,2,25853
214,7,4756,1,25854
118,6,1764,0,25855
45,7,4978,1,25856
200,6,6392,1,25857
151,6,2902,1,25858
139,5,2067,0,25859
111,5,3570,1,25860
378,8,6180,2,25861
252,6,2207,1,25862
10,10,10432,2,25863
290,3,2029,0,25864
199,7,4552,1,25865
547,3,2250,3,25866
256,4,1836,0,25867
151,7,5825,1,25868
356,4,1745,0,25869
291,5,1955,0,25870
211,6,2683,1,25871
29,6,5451,1,25872
573,5,2186,4,25873
209,9,3877,1,25874
72,5,3434,1,25875
185,3,1345,0,25876
328,5,2486,4,25877
58,4,3202,0,25878
392,4,4030,4,25879
144,7,10084,2,25880
61,3,3681,0,25881
257,4,3998,4,25882
380,5,2241,4,25883
534,6,4005,4,25884
154,8,3899,1,25885
27,6,3783,1,25886
161,8,5494,2,25887
186,8,5761,2,25888
113,2,322,0,25889
480,4,3433,4,25890
342,12,8029,2,25891
549,3,2205,3,25892
158,6,4614,1,25893
509,5,3591,4,25894
321,5,2729,4,25895
57,4,2208,0,25896
211,7,7267,2,25897
555,7,4444,4,25898
453,4,4900,4,25899
257,3,707,0,25900
279,5,4600,1,25901
62,10,7845,2,25902
193,6,7377,2,25903
152,7,4148,1,25904
150,4,4928,1,25905
39,5,4446,1,25906
24,6,5937,1,25907
82,7,4382,1,25908
947,4,4179,3,25909
344,4,2111,0,25910
24,8,5674,2,25911
239,2,1654,0,25912
66,4,4189,1,25913
159,6,4860,1,25914
142,4,1191,0,25915
166,6,5571,1,25916
44,7,2509,1,25917
33,7,3549,1,25918
438,4,3007,4,25919
443,4,2993,4,25920
133,5,3768,1,25921
93,6,6390,1,25922
809,1,510,3,25923
812,3,2021,3,25924
278,4,3157,0,25925
324,5,3377,4,25926
2,15,10982,2,25927
548,5,7316,4,25928
274,6,5259,1,25929
166,8,6112,2,25930
218,3,2234,0,25931
156,7,6545,2,25932
309,5,698,0,25933
2,9,4142,1,25934
4,11,7315,2,25935
26,6,5370,1,25936
78,7,3732,1,25937
36,7,6753,2,25938
417,6,6275,4,25939
823,1,2320,3,25940
265,3,3297,0,25941
214,6,3673,1,25942
289,5,2878,4,25943
335,5,3207,4,25944
382,6,3842,4,25945
453,7,7495,2,25946
687,4,2650,3,25947
50,9,8420,2,25948
360,6,6521,1,25949
479,6,4845,4,25950
552,1,2005,3,25951
69,3,3783,0,25952
327,8,4331,1,25953
242,7,4622,1,25954
260,2,348,0,25955
3,4,1112,0,25956
146,9,7913,2,25957
31,8,4390,1,25958
70,2,610,0,25959
153,5,2054,0,25960
125,6,3053,1,25961
144,7,7032,2,25962
96,5,2547,0,25963
89,3,2528,0,25964
540,5,3020,4,25965
130,8,6089,2,25966
155,7,7346,2,25967
119,5,2491,0,25968
891,2,932,3,25969
118,6,3632,1,25970
1025,3,480,3,25971
246,2,2648,0,25972
331,5,5641,4,25973
145,5,3160,1,25974
411,5,3840,4,25975
228,2,2192,0,25976
151,1,1089,0,25977
467,5,2621,4,25978
340,5,2787,4,25979
328,7,7848,2,25980
212,8,7681,2,25981
62,6,5963,1,25982
488,3,2018,4,25983
172,5,6475,1,25984
230,5,2399,0,25985
876,3,3617,3,25986
354,4,3686,4,25987
318,4,5700,4,25988
453,6,3969,4,25989
195,5,2966,1,25990
763,3,1942,3,25991
26,4,3659,1,25992
163,7,4795,1,25993
718,3,2231,3,25994
251,5,3261,1,25995
195,4,5391,1,25996
223,6,5222,1,25997
638,4,1512,3,25998
72,2,646,0,25999
426,4,1584,0,26000
338,5,1979,0,26001
133,5,3581,1,26002
30,2,1624,0,26003
1280,1,220,3,26004
263,7,3723,1,26005
190,6,5057,1,26006
174,7,6848,2,26007
62,5,3499,1,26008
92,7,3729,1,26009
75,2,848,0,26010
219,4,4639,1,26011
184,3,4519,0,26012
293,5,2468,0,26013
22,3,3091,0,26014
536,8,5755,4,26015
59,5,5524,1,26016
205,5,2658,0,26017
317,3,2151,0,26018
430,5,2264,4,26019
18,11,10057,2,26020
517,5,4347,4,26021
566,2,2832,3,26022
150,3,2316,0,26023
24,5,2872,1,26024
34,5,3821,1,26025
425,4,2284,4,26026
422,5,2195,4,26027
120,5,2474,0,26028
15,7,5730,1,26029
382,3,786,0,26030
472,3,3072,4,26031
428,5,3103,4,26032
5,4,5990,1,26033
162,6,4285,1,26034
76,5,5170,1,26035
42,3,1785,0,26036
37,6,4085,1,26037
280,5,5988,1,26038
16,9,7052,2,26039
319,3,1946,0,26040
2,8,8544,2,26041
10,4,3813,1,26042
200,4,4752,1,26043
127,5,738,0,26044
625,3,2397,3,26045
98,4,2933,0,26046
495,10,7729,2,26047
201,5,5480,1,26048
363,3,4874,4,26049
220,7,6924,2,26050
34,5,3558,1,26051
63,3,1063,0,26052
451,2,3074,0,26053
179,6,4244,1,26054
65,6,4216,1,26055
295,4,971,0,26056
79,5,2459,0,26058
27,6,3063,1,26059
368,5,8361,2,26060
180,7,4795,1,26061
218,5,7531,1,26062
183,3,4270,0,26063
69,5,2196,0,26064
524,6,4818,4,26065
145,9,5472,2,26066
136,4,1898,0,26067
181,4,3155,0,26068
197,6,3136,1,26069
255,5,3680,1,26070
733,2,2354,3,26071
235,5,4213,1,26072
6,6,3671,1,26073
147,4,3460,0,26074
85,9,6049,2,26075
101,6,4632,1,26076
74,5,2963,1,26077
549,3,1002,3,26078
535,2,334,3,26079
638,3,2700,3,26080
35,5,3846,1,26081
96,8,7340,2,26082
274,3,3009,0,26083
765,4,2715,3,26084
142,6,2087,1,26085
71,5,3205,1,26086
123,8,8876,2,26087
424,3,2575,0,26088
144,5,3261,1,26089
24,6,6399,1,26090
218,6,2183,1,26091
111,7,5206,1,26092
285,1,640,0,26093
36,12,5348,2,26094
478,8,8700,2,26095
231,4,1336,0,26096
348,2,4005,0,26097
260,3,1945,0,26098
13,7,4208,1,26099
128,7,8239,2,26100
384,7,4907,4,26101
44,3,2267,0,26102
243,6,3876,1,26103
23,12,10008,2,26104
26,7,5543,1,26105
11,7,9378,2,26106
215,4,3655,0,26107
3,4,3108,0,26108
458,1,700,3,26109
60,4,2356,0,26110
169,9,6852,2,26111
330,5,4888,4,26112
95,9,7520,2,26113
1325,1,234,3,26114
132,9,5433,2,26115
267,4,3356,0,26116
54,8,4597,1,26117
35,4,2468,0,26118
1,9,5939,2,26119
42,4,2895,0,26120
675,5,2970,4,26121
334,3,848,0,26122
121,4,3269,0,26123
26,4,3409,0,26124
302,5,1436,0,26125
230,4,2708,0,26126
265,6,4050,1,26127
177,3,2027,0,26128
67,7,7248,2,26129
269,5,4003,1,26130
221,4,3866,0,26131
34,3,2665,0,26132
188,4,4484,1,26133
1008,3,2343,3,26134
583,5,4660,4,26135
39,11,8975,2,26136
392,7,6218,2,26137
336,5,6040,4,26138
30,7,7858,2,26139
103,8,7476,2,26140
418,7,5831,4,26141
87,2,2959,0,26142
150,2,316,0,26143
56,7,3868,1,26144
738,4,2320,3,26145
485,4,2036,4,26146
100,4,4417,1,26147
76,1,966,0,26148
713,2,615,3,26149
388,7,4486,4,26150
1330,1,1596,3,26151
490,1,243,3,26152
67,6,6798,1,26153
129,6,2419,1,26154
139,5,7074,1,26155
79,7,5909,1,26156
112,3,1016,0,26157
282,2,1811,0,26158
226,4,1723,0,26159
990,5,1934,3,26160
482,3,3134,4,26161
199,6,4365,1,26162
139,5,2590,0,26163
121,7,7291,2,26164
954,3,1088,3,26165
69,6,4318,1,26166
178,4,4324,1,26167
38,3,2206,0,26168
265,7,7502,2,26169
24,3,5085,1,26170
765,4,2561,3,26171
197,6,4102,1,26173
153,3,2642,0,26174
192,7,4318,1,26175
184,6,5731,1,26176
637,2,990,3,26177
190,6,4421,1,26178
453,7,4135,4,26179
63,9,9216,2,26180
320,4,2203,0,26181
54,5,2351,0,26182
472,5,4091,4,26183
457,2,1059,3,26184
16,4,4607,1,26185
7,7,5675,1,26186
228,3,2449,0,26187
52,7,4611,1,26188
220,6,3862,1,26189
94,3,2386,0,26190
323,7,7176,2,26191
427,4,2319,4,26192
90,3,2244,0,26193
68,4,2591,0,26194
200,6,3812,1,26195
88,2,2343,0,26196
12,7,4708,1,26197
144,5,3517,1,26198
195,5,4208,1,26199
78,6,3698,1,26200
272,6,2574,1,26201
718,4,1949,3,26202
79,3,3527,0,26203
143,7,5097,1,26204
164,5,4259,1,26205
188,6,3002,1,26206
321,5,2989,4,26207
118,5,4506,1,26208
22,4,2138,0,26209
1060,1,1172,3,26210
527,3,952,3,26211
352,9,6346,2,26212
609,4,3129,4,26213
228,5,4502,1,26214
202,5,5893,1,26215
152,4,1934,0,26216
169,4,2976,0,26217
264,8,4447,1,26218
893,4,5122,3,26219
34,6,3966,1,26220
198,2,1866,0,26221
622,2,587,3,26222
522,5,5119,4,26223
36,8,5269,2,26224
168,7,6722,2,26225
138,7,5294,1,26226
23,7,3679,1,26227
14,5,2976,1,26228
107,4,2334,0,26229
23,10,6627,2,26230
453,5,5965,4,26231
445,7,5072,4,26232
9,4,1687,0,26233
205,4,2488,0,26234
72,8,4119,1,26235
124,7,4688,1,26236
682,4,3493,4,26237
151,6,3548,1,26238
270,5,3276,4,26239
517,4,4447,4,26240
126,8,7735,2,26241
158,4,3906,0,26242
123,3,2661,0,26243
145,7,5015,1,26244
22,8,3164,1,26245
94,11,8073,2,26246
10,6,5749,1,26247
271,6,3487,1,26248
34,6,6182,1,26249
20,5,1607,0,26250
391,2,929,0,26251
498,5,3575,4,26252
92,6,3877,1,26253
437,1,172,3,26254
438,2,1086,0,26255
185,7,4015,1,26256
31,8,4177,1,26257
847,1,500,3,26258
160,12,10578,2,26259
528,8,4976,4,26260
280,6,5705,1,26261
564,5,3751,4,26262
39,9,6778,2,26263
804,2,912,3,26264
325,5,2560,4,26265
125,6,6100,1,26266
54,6,5790,1,26267
175,6,6752,1,26268
9,10,5055,2,26269
450,5,2809,4,26270
487,5,4326,4,26271
26,5,2828,1,26272
307,6,2669,4,26273
643,3,1863,3,26274
5,4,2378,0,26275
119,2,804,0,26276
2,4,2164,0,26277
179,6,4914,1,26278
129,8,8924,2,26279
361,4,1835,0,26281
30,8,4196,1,26282
8,7,3430,1,26283
1331,2,398,3,26284
196,4,4165,1,26285
84,6,3798,1,26286
79,3,3000,0,26287
40,5,2512,0,26288
452,4,1873,4,26289
630,4,1850,3,26290
448,5,2727,4,26291
72,5,3856,1,26292
70,6,4347,1,26293
24,6,5073,1,26294
339,4,3436,4,26295
166,2,1611,0,26296
34,4,2008,0,26297
820,2,764,3,26298
161,6,4047,1,26299
137,10,9789,2,26300
1016,2,2492,3,26301
88,3,2413,0,26302
49,7,5368,1,26303
584,3,2238,3,26304
257,2,506,0,26305
11,9,6410,2,26306
473,2,2150,3,26307
12,7,3276,1,26308
27,9,4902,2,26309
1041,1,432,3,26310
160,5,2405,0,26311
60,5,4879,1,26312
333,8,6732,2,26313
402,4,1524,0,26314
60,7,6534,2,26315
126,6,4146,1,26316
745,3,1508,3,26317
169,9,8432,2,26318
51,11,5733,2,26319
47,5,3261,1,26320
618,3,3299,3,26321
194,7,1729,1,26322
71,5,4047,1,26323
432,7,2544,4,26324
181,3,1836,0,26325
61,5,4899,1,26326
185,7,7176,2,26327
893,5,4464,4,26328
52,8,8889,2,26329
124,5,4084,1,26330
634,1,1404,3,26331
548,3,1749,3,26332
415,6,4854,4,26333
2,4,2287,0,26334
335,4,1747,0,26335
343,5,3111,4,26336
377,6,3909,4,26337
133,8,6918,2,26338
28,4,5922,1,26339
443,7,5174,4,26340
168,3,855,0,26341
491,3,1399,3,26342
52,5,4116,1,26343
104,6,3094,1,26344
31,8,5194,1,26345
640,4,2515,3,26346
500,2,2468,3,26347
5,6,5966,1,26348
236,5,3506,1,26349
1,6,6696,1,26350
188,9,8365,2,26351
25,4,4569,1,26352
274,4,2574,0,26353
229,5,3312,1,26354
47,5,2965,1,26355
176,3,2574,0,26356
587,6,4383,4,26357
620,4,2611,4,26358
268,5,4173,1,26359
38,7,5525,1,26360
236,3,1096,0,26361
159,3,1679,0,26362
161,3,3941,0,26363
101,6,5245,1,26364
74,12,10203,2,26365
692,5,4759,4,26366
475,5,3087,4,26367
635,4,4299,4,26368
39,8,6416,2,26369
155,5,4591,1,26370
474,1,717,3,26371
59,7,5136,1,26372
170,4,3900,0,26373
80,4,2539,0,26374
476,4,2484,4,26375
701,4,1931,3,26376
29,6,2363,1,26377
59,12,7127,2,26378
1,1,902,0,26379
31,10,7252,2,26380
119,6,5282,1,26381
47,9,7367,2,26382
302,13,11813,2,26383
260,4,3275,0,26384
464,5,4353,4,26385
567,2,1273,3,26386
136,6,4389,1,26387
296,7,5556,1,26388
296,2,820,0,26389
325,2,954,0,26390
159,5,2258,0,26391
389,3,804,0,26392
137,7,2870,1,26393
1155,1,48,3,26394
398,2,755,0,26395
194,6,3752,1,26396
449,4,2940,4,26397
613,1,1590,3,26398
248,8,6270,2,26399
1028,1,385,3,26400
6,5,2777,1,26401
164,6,4040,1,26402
58,11,5181,2,26403
56,6,4066,1,26404
215,6,1952,0,26405
150,8,5462,2,26406
713,6,3167,4,26407
122,5,3818,1,26408
537,1,273,3,26409
1236,1,97,3,26410
213,6,2112,1,26411
62,3,995,0,26412
358,5,5516,4,26413
105,4,2482,0,26414
224,6,4828,1,26415
124,2,2023,0,26416
142,2,573,0,26417
3,13,6734,2,26418
18,4,2862,0,26419
153,2,1671,0,26420
103,6,4337,1,26421
85,13,7827,2,26422
283,5,5467,1,26423
170,4,1538,0,26424
274,7,6389,2,26425
17,6,3825,1,26426
43,9,7850,2,26427
77,3,2033,0,26428
50,5,3639,1,26429
93,8,7640,2,26430
105,4,3568,0,26431
238,6,7604,2,26432
98,4,959,0,26433
286,4,2043,0,26434
99,7,8423,2,26435
332,3,1805,0,26436
133,6,2585,1,26437
649,1,201,3,26438
230,9,6163,2,26439
100,4,4060,1,26440
70,5,3576,1,26441
185,4,2297,0,26442
191,4,2749,0,26443
42,7,5098,1,26444
116,4,2175,0,26445
58,7,6260,2,26446
290,2,2110,0,26447
1219,1,939,3,26448
45,5,2946,1,26449
73,4,4157,1,26450
102,5,3595,1,26451
62,2,1335,0,26453
198,3,4180,0,26454
308,6,5754,1,26455
31,5,3092,1,26456
748,4,1309,3,26457
604,4,4488,4,26458
112,7,7684,2,26459
27,6,5003,1,26460
83,8,7829,2,26461
53,3,1603,0,26462
70,9,7534,2,26463
47,9,9653,2,26464
429,4,2346,4,26465
24,4,4779,1,26466
309,4,2456,0,26467
172,5,4514,1,26468
396,4,3348,4,26469
57,4,3864,1,26470
237,9,6837,2,26471
571,7,6051,4,26472
183,9,6080,2,26473
91,5,3067,1,26474
77,8,6514,2,26475
907,4,3645,3,26476
40,7,6620,2,26477
109,5,4049,1,26478
2,5,4580,1,26479
33,5,4392,1,26480
303,1,1083,0,26481
161,1,2335,0,26482
100,3,1001,0,26483
233,3,714,0,26484
232,5,3835,1,26485
50,7,6080,2,26486
249,7,6702,2,26487
203,5,2599,0,26488
331,4,3682,4,26489
195,5,6022,1,26490
310,9,8414,2,26491
141,6,2773,1,26492
277,2,2567,0,26493
9,9,4795,2,26494
168,7,4491,1,26495
343,3,1118,0,26496
34,5,3102,1,26497
1,5,5184,1,26498
459,4,4231,4,26499
657,3,2902,3,26500
4,9,12283,2,26501
127,4,4056,1,26502
455,2,2956,0,26503
67,7,4180,1,26504
403,4,1400,0,26505
317,9,7016,2,26506
817,3,2215,3,26507
42,4,3215,0,26508
549,8,6302,2,26509
67,9,7867,2,26510
70,5,3810,1,26511
45,5,3074,1,26512
225,7,7443,2,26513
205,2,883,0,26514
39,7,3221,1,26515
113,6,7255,2,26516
110,5,3989,1,26517
54,5,963,0,26518
48,7,5088,1,26519
8,7,6255,2,26520
282,5,6085,1,26521
430,2,1903,0,26522
38,6,4237,1,26523
120,4,3564,0,26524
521,8,9046,2,26525
423,4,5127,4,26526
488,4,933,0,26527
494,5,4739,4,26528
23,6,5483,1,26529
1036,3,1594,3,26530
111,10,8274,2,26531
94,10,9443,2,26532
452,4,4291,4,26533
179,5,4402,1,26534
236,9,6049,2,26535
172,4,3805,0,26536
70,9,5869,2,26537
29,9,4034,1,26538
47,8,5459,2,26539
263,6,6455,1,26540
862,3,3949,3,26541
240,5,2589,0,26542
429,4,2036,4,26543
37,3,2278,0,26544
470,5,4105,4,26545
433,5,2542,4,26546
149,4,3653,0,26547
69,8,6611,2,26548
66,6,7457,2,26549
44,9,8301,2,26550
282,2,884,0,26551
502,5,2336,4,26552
110,5,3534,1,26553
351,3,498,0,26554
66,4,3553,0,26555
620,5,2151,4,26556
16,7,7012,2,26557
1274,1,688,3,26558
186,5,3906,1,26559
387,4,3308,4,26560
62,8,4486,1,26561
108,8,6416,2,26562
66,7,2498,1,26563
65,6,8279,2,26564
857,3,1653,3,26565
333,3,2662,0,26566
433,2,1904,0,26567
49,7,4889,1,26569
192,5,2404,0,26570
483,2,3640,4,26571
226,4,2550,0,26572
16,9,5877,2,26573
348,5,3889,4,26574
503,4,2170,4,26575
197,7,5278,1,26576
29,6,7065,2,26577
238,3,946,0,26578
12,6,3962,1,26579
96,5,3628,1,26580
457,5,4215,4,26581
40,4,2318,0,26582
18,7,8195,2,26583
588,5,4306,4,26584
235,6,8426,2,26585
73,4,2538,0,26586
881,2,2424,3,26587
242,6,2491,1,26588
78,4,3848,1,26589
68,2,2151,0,26590
154,9,6037,2,26591
14,6,6090,1,26592
1281,1,531,3,26593
294,6,5149,1,26594
1101,3,2719,3,26595
134,4,3975,1,26596
93,3,2287,0,26597
142,6,4225,1,26598
424,1,1610,0,26599
73,4,1952,0,26600
578,3,2351,3,26601
94,6,5534,1,26602
68,6,4754,1,26603
338,8,4612,1,26604
102,7,4534,1,26605
142,2,610,0,26606
322,8,9244,2,26607
87,4,3833,1,26608
406,3,2328,0,26609
234,1,140,0,26610
596,5,4184,4,26611
301,6,5247,1,26612
76,3,3102,0,26613
102,3,2160,0,26614
759,2,3684,3,26615
126,7,5684,1,26616
470,4,3253,4,26617
372,2,2628,0,26618
644,6,3163,4,26619
150,4,3224,0,26620
3,11,11582,2,26621
146,4,4618,1,26622
512,3,1642,3,26623
108,4,2400,0,26624
254,7,4556,1,26625
64,4,1335,0,26626
41,4,1989,0,26627
248,4,1622,0,26628
282,4,6334,1,26629
75,2,828,0,26630
191,5,2979,1,26631
32,6,6962,2,26632
116,2,2459,0,26633
32,3,1451,0,26634
209,6,4620,1,26635
15,8,7261,2,26636
462,5,3930,4,26637
271,1,123,0,26638
108,10,7469,2,26640
60,3,2325,0,26641
342,5,4950,4,26642
83,8,5661,2,26643
470,3,2254,4,26644
224,6,5242,1,26645
69,6,2353,1,26646
184,4,5130,1,26647
812,1,1468,3,26648
10,8,7408,2,26649
409,5,3560,4,26650
205,5,4575,1,26651
293,2,2782,0,26652
162,8,9547,2,26653
572,5,992,4,26654
96,4,3507,0,26655
306,9,8203,2,26656
689,4,1965,3,26657
149,8,7645,2,26658
587,4,2760,4,26659
33,5,6105,1,26660
532,3,1195,3,26661
342,4,3984,4,26662
301,7,4275,1,26663
235,3,3180,0,26664
28,5,3332,1,26665
154,2,2763,0,26666
42,5,2231,0,26667
130,3,2507,0,26668
62,5,2399,0,26669
362,6,1935,4,26670
211,9,9245,2,26671
114,6,3419,1,26672
63,4,2741,0,26673
399,3,881,0,26674
98,5,3942,1,26675
660,5,2859,4,26676
12,7,3803,1,26677
28,7,6368,2,26678
310,9,5867,2,26679
103,6,6450,1,26680
611,5,2905,4,26681
1,4,3269,0,26682
122,8,6096,2,26683
422,4,4363,4,26684
103,9,7867,2,26685
65,5,2250,0,26686
401,5,2494,4,26687
116,2,1989,0,26688
63,4,2952,0,26689
342,8,5136,2,26690
37,9,5277,2,26691
307,2,1126,0,26692
753,6,3526,4,26693
126,5,2585,0,26694
211,6,4817,1,26695
284,6,3095,1,26696
528,3,2794,4,26697
66,6,4980,1,26698
137,6,4284,1,26699
55,4,2644,0,26700
290,3,5822,4,26701
117,7,4819,1,26702
32,6,4312,1,26704
594,4,2604,4,26705
138,2,1840,0,26706
226,7,7193,2,26707
504,3,2230,4,26708
185,8,9107,2,26709
371,3,4219,4,26710
537,4,3842,4,26711
69,4,2719,0,26712
52,5,5070,1,26713
84,8,4677,1,26714
423,3,1299,0,26715
141,6,6393,1,26716
113,6,9087,2,26717
57,5,7271,1,26718
127,6,2559,1,26719
383,5,4677,4,26720
61,3,2341,0,26721
55,8,6033,2,26722
9,4,5064,1,26723
5,7,4964,1,26724
103,4,4017,1,26725
174,4,4427,1,26726
132,6,2542,1,26727
748,5,3796,4,26728
230,5,2597,0,26729
165,4,2744,0,26730
410,4,908,0,26731
114,6,3891,1,26732
366,8,5886,2,26733
281,6,7094,2,26734
286,6,4636,1,26735
13,6,2635,1,26736
321,9,7619,2,26737
250,3,3144,0,26738
623,5,2190,4,26739
267,6,5843,1,26740
334,5,2341,4,26741
29,4,2410,0,26742
371,4,6528,4,26743
841,1,1505,3,26744
73,8,6404,2,26745
181,5,6100,1,26746
676,2,1142,3,26747
2,5,2784,1,26748
621,5,2542,4,26749
167,3,1608,0,26750
407,3,2144,0,26751
5,3,3375,0,26752
140,4,2569,0,26753
161,7,5125,1,26754
499,9,5394,2,26755
222,6,4326,1,26756
70,5,1548,0,26757
213,8,4991,1,26758
155,4,3593,0,26759
41,12,12073,2,26760
1200,1,455,3,26761
319,7,8502,2,26762
104,3,3826,0,26763
775,4,3048,3,26764
312,2,908,0,26765
48,6,4607,1,26766
18,6,5501,1,26767
339,7,4175,1,26768
349,2,1257,0,26769
185,5,1483,0,26770
248,7,4277,1,26771
92,6,3436,1,26772
12,6,4624,1,26773
65,2,1927,0,26774
93,6,5108,1,26775
553,2,2126,3,26776
350,9,3922,1,26778
103,11,6763,2,26779
191,5,3601,1,26780
186,5,5516,1,26781
1189,2,2610,3,26782
393,4,2551,4,26783
241,3,659,0,26784
217,9,5042,2,26785
29,8,3628,1,26786
415,3,3521,4,26787
250,11,6608,2,26788
802,2,985,3,26789
616,4,1376,3,26790
94,8,4776,1,26791
230,6,4580,1,26792
289,5,2874,4,26793
11,6,3869,1,26794
492,2,2869,3,26795
415,7,3126,4,26796
4,9,4968,2,26797
136,6,6935,2,26798
33,6,5423,1,26799
633,2,1067,3,26800
36,4,5754,1,26801
114,6,5847,1,26802
514,6,5764,4,26803
358,6,4019,4,26804
21,7,5901,1,26805
14,8,5291,2,26806
733,3,2011,3,26807
75,4,4312,1,26808
718,3,2419,3,26809
726,3,702,3,26810
139,5,4242,1,26811
179,8,4200,1,26812
260,5,5379,1,26813
55,7,4009,1,26814
414,5,975,0,26815
37,6,2880,1,26816
414,3,2337,0,26817
244,5,1156,0,26818
665,5,3286,4,26819
142,3,1463,0,26820
445,2,1235,0,26821
979,2,364,3,26822
755,2,827,3,26823
611,3,2310,3,26824
154,2,648,0,26825
32,8,3773,1,26826
392,6,5490,4,26827
178,8,6553,2,26828
16,5,3505,1,26829
91,5,6003,1,26830
296,7,5650,1,26831
636,2,947,3,26832
78,4,4388,1,26833
68,2,1670,0,26834
178,5,6394,1,26835
400,2,2642,0,26836
400,4,5250,4,26837
597,4,1558,3,26838
192,5,2526,0,26839
171,8,5856,2,26840
389,5,4326,4,26841
630,5,4752,4,26842
601,4,1886,3,26843
748,3,2297,3,26844
170,8,7353,2,26845
16,12,10315,2,26846
255,5,4047,1,26847
612,3,3383,4,26848
60,6,1910,1,26849
12,9,6799,2,26850
87,7,3853,1,26851
28,7,3383,1,26852
208,3,1470,0,26853
201,5,2889,0,26854
21,5,2536,0,26855
214,6,4281,1,26856
723,3,714,3,26857
43,11,9897,2,26858
141,9,4800,2,26859
375,4,2102,0,26860
253,1,530,0,26861
36,2,2414,0,26862
29,4,3364,0,26863
105,4,2455,0,26864
265,8,6946,2,26865
567,3,2459,3,26866
22,2,1867,0,26867
191,5,7588,1,26868
247,7,5545,1,26869
480,5,2049,4,26870
834,2,2342,3,26871
501,3,801,3,26872
173,3,2043,0,26873
147,6,3945,1,26874
646,6,5474,4,26875
26,6,4459,1,26876
43,4,2306,0,26877
212,6,6472,1,26878
296,5,2559,0,26879
267,2,754,0,26880
546,4,2232,4,26881
19,4,2888,0,26882
294,7,5005,1,26883
22,9,4797,2,26884
298,5,2860,4,26885
86,6,5389,1,26886
220,11,6902,2,26887
455,2,1954,0,26888
15,5,3745,1,26889
129,3,1565,0,26890
58,8,9900,2,26891
120,5,4080,1,26892
33,5,2782,1,26893
178,4,3864,0,26894
4,4,4860,1,26895
